ID,Type,Amount,Price,RP,Smallsell,PV
52,Buy,5000,68.0857189731,58,0,3948.9717004397
53,Buy,4000,67.8676809149,51,0,3461.2517266615
54,Buy,8000,67.645798729,53,0,3585.2273326355
55,Sell,700,67.5066221057,51,1,0.0
56,Buy,4000,68.290250329,74,0,5053.4785243459
57,Sell,700,67.5811050169,97,1,0.0
58,Sell,500,68.0852472879,62,1,0.0
59,Sell,600,67.6691496611,45,1,0.0
60,Sell,300,68.1109827875,60,1,0.0
61,Sell,300,67.8994440486,69,1,0.0
62,Sell,500,67.9307234149,50,1,0.0
63,Sell,300,67.963038159,87,1,0.0
64,Sell,300,67.3510750589,80,1,0.0
65,Sell,500,67.4402804936,66,1,0.0
66,Buy,8000,67.5904119992,74,0,5001.6904879397
67,Sell,4000,67.6634933294,84,0,0.0
68,Buy,7500,68.250802407,75,0,5118.8101805247
69,Sell,600,67.5001081557,42,1,0.0
70,Sell,500,67.2901354141,68,1,0.0
71,Sell,400,67.8425901062,93,1,0.0
72,Sell,400,67.9021359569,56,1,0.0
73,Sell,4400,67.8623431775,100,0,0.0
74,Sell,300,67.8918714851,51,1,0.0
75,Sell,4400,68.4067321218,94,0,0.0
76,Sell,300,67.9145302431,84,1,0.0
77,Sell,500,68.0046763041,41,1,0.0
78,Sell,600,67.3391139623,51,1,0.0
79,Sell,500,68.4476041037,90,1,0.0
80,Buy,6500,68.2383068423,79,0,5390.8262405444
81,Sell,600,67.8466730094,86,1,0.0
82,Sell,500,68.1755485762,90,1,0.0
83,Sell,4800,68.4791851085,64,0,0.0
84,Sell,700,67.6378624475,79,1,0.0
85,Sell,700,68.3885286657,86,1,0.0
86,Sell,4000,68.073690308,87,0,0.0
87,Sell,400,68.0015316395,83,1,0.0
88,Buy,5000,67.8205386004,49,0,3323.2063914197
89,Sell,500,68.5669805798,91,1,0.0
90,Sell,4400,67.7803997188,60,0,0.0
91,Sell,300,67.8381948618,63,1,0.0
92,Sell,600,67.4799146789,74,1,0.0
93,Buy,6000,67.8788451354,56,0,3801.2153275825
94,Sell,400,68.0841626625,81,1,0.0
95,Buy,6000,68.1414202508,95,0,6473.4349238288
96,Sell,500,67.9565729487,45,1,0.0
97,Buy,7500,67.6661851269,89,0,6022.2904762981
98,Sell,4000,68.2364049153,62,0,0.0
99,Sell,500,68.5488935995,43,1,0.0
100,Buy,6000,67.9781572803,62,0,4214.6457513785
101,Sell,5200,68.5037053368,59,0,0.0
102,Sell,300,68.261641031,81,1,0.0
103,Buy,7000,67.853529975,72,0,4885.454158201
104,Sell,4400,67.8007281981,79,0,0.0
105,Sell,4000,68.1887002711,62,0,0.0
106,Sell,5200,68.0388337278,77,0,0.0
107,Sell,300,67.9475119278,59,1,0.0
108,Sell,500,67.835120216,98,1,0.0
109,Sell,300,68.0527119161,79,1,0.0
110,Sell,500,67.9994993124,67,1,0.0
111,Sell,600,67.6677053883,84,1,0.0
112,Sell,600,68.3007892567,46,1,0.0
113,Sell,4400,67.9313897094,70,0,0.0
114,Buy,9000,67.8782990459,88,0,5973.2903160362
115,Sell,300,68.0235683489,42,1,0.0
116,Sell,400,67.6627495883,41,1,0.0
117,Sell,700,67.9770353298,80,1,0.0
118,Sell,5600,68.2625129187,79,0,0.0
119,Sell,4400,67.9709376189,97,0,0.0
120,Sell,500,68.0306826422,60,1,0.0
121,Sell,300,67.6981782856,43,1,0.0
122,Sell,500,68.2586987054,82,1,0.0
123,Sell,700,67.7826525938,47,1,0.0
124,Sell,300,67.5820974942,75,1,0.0
125,Sell,700,67.6382741552,77,1,0.0
126,Sell,400,68.1698897205,86,1,0.0
127,Sell,500,68.5160147364,92,1,0.0
128,Sell,700,67.678009308,45,1,0.0
129,Sell,4800,68.1712322322,92,0,0.0
130,Buy,6000,68.0213338081,96,0,6530.0480455737
131,Sell,600,68.0129876294,52,1,0.0
132,Sell,600,67.3165566748,73,1,0.0
133,Sell,700,67.9183594886,87,1,0.0
134,Sell,400,68.1701614392,71,1,0.0
135,Sell,300,68.0470880662,54,1,0.0
136,Sell,6000,67.9750340472,60,0,0.0
137,Sell,700,68.2277620277,66,1,0.0
138,Sell,5200,67.8539378594,67,0,0.0
139,Sell,400,67.4114704465,58,1,0.0
140,Sell,4000,67.6734456176,92,0,0.0
141,Sell,5600,68.0615805096,60,0,0.0
142,Sell,700,67.7464665089,92,1,0.0
143,Buy,8500,68.2323334059,44,0,3002.2226698607
144,Sell,600,67.7250203521,76,1,0.0
145,Sell,300,68.3855741251,44,1,0.0
146,Sell,300,67.9599548455,88,1,0.0
147,Sell,400,68.2074697144,97,1,0.0
148,Sell,600,68.1106485522,83,1,0.0
149,Sell,500,68.0088277576,78,1,0.0
150,Buy,8500,67.9849609327,42,0,2855.3683591749
151,Sell,400,67.8282813903,42,1,0.0
152,Sell,400,68.3864825357,80,1,0.0
153,Buy,6500,68.2506321027,89,0,6074.3062571385
154,Buy,7000,67.661039029,69,0,4668.6116930017
155,Sell,300,67.9406152352,66,1,0.0
156,Buy,7500,67.7651281076,70,0,4743.5589675352
157,Sell,500,67.7864191849,69,1,0.0
158,Buy,8500,68.2929376349,95,0,6487.8290753189
159,Sell,5200,67.7307869763,48,0,0.0
160,Sell,500,67.8593836908,82,1,0.0
161,Sell,600,68.0132214324,74,1,0.0
162,Sell,400,67.7808941423,73,1,0.0
163,Sell,4800,67.9232299139,93,0,0.0
164,Sell,300,68.5478566851,75,1,0.0
165,Sell,600,67.7217255731,95,1,0.0
166,Sell,5200,67.7719527245,67,0,0.0
167,Sell,700,68.0421201975,45,1,0.0
168,Sell,600,67.6168236861,59,1,0.0
169,Sell,300,67.6663726012,62,1,0.0
170,Sell,5600,68.5634819552,67,0,0.0
171,Buy,6500,68.2782517271,51,0,3482.19083808
172,Sell,400,67.6558183355,61,1,0.0
173,Buy,6000,68.1289518842,75,0,5109.6713913139
174,Sell,700,68.3920034617,80,1,0.0
175,Buy,8500,68.6003629591,70,0,4802.0254071382
176,Sell,600,68.398616192,50,1,0.0
177,Buy,8000,68.2391951849,72,0,4913.2220533128
178,Sell,400,67.979291302,79,1,0.0
179,Sell,400,68.1361499981,45,1,0.0
180,Sell,600,67.8209293985,60,1,0.0
181,Buy,6000,68.0974840006,62,0,4222.0440080402
182,Sell,400,68.2935991495,47,1,0.0
183,Buy,6500,68.0585350398,48,0,3266.809681912
184,Sell,700,68.110133569,91,1,0.0
185,Sell,400,68.3636720666,51,1,0.0
186,Sell,4800,68.4093918403,62,0,0.0
187,Sell,4000,68.2935681152,86,0,0.0
188,Sell,500,67.5687785594,91,1,0.0
189,Sell,600,67.6712181882,91,1,0.0
190,Buy,9000,68.1246761358,40,0,2724.9870454324
191,Sell,5600,67.8269338558,58,0,0.0
192,Sell,300,68.2934288177,45,1,0.0
193,Buy,4000,67.4642533321,74,0,4992.3547465791
194,Buy,8000,67.8154032539,58,0,3933.2933887273
195,Buy,7500,68.0705427938,96,0,6534.7721082079
196,Sell,700,67.5845092405,90,1,0.0
197,Sell,6000,67.1125011965,81,0,0.0
198,Sell,500,68.4377973673,83,1,0.0
199,Sell,300,68.031688981,55,1,0.0
200,Sell,300,67.9159862302,79,1,0.0
201,Sell,300,67.980263167,90,1,0.0
202,Buy,5500,67.9684384178,64,0,4349.980058738
203,Sell,700,68.0249944455,74,1,0.0
204,Sell,5200,67.783782394,98,0,0.0
205,Sell,600,68.412029826,93,1,0.0
206,Sell,600,68.1364547309,46,1,0.0
207,Sell,400,68.3650085905,42,1,0.0
208,Sell,600,67.9995850938,48,1,0.0
209,Sell,6000,68.13575074,71,0,0.0
210,Sell,5600,68.2392570382,72,0,0.0
211,Sell,6000,67.7838810845,95,0,0.0
212,Sell,5200,67.7952657295,86,0,0.0
213,Sell,400,68.2838581172,58,1,0.0
214,Sell,400,67.8285335954,70,1,0.0
215,Sell,400,68.150230629,92,1,0.0
216,Sell,600,67.1312538268,94,1,0.0
217,Sell,600,68.3691032517,41,1,0.0
218,Sell,300,67.8175664788,86,1,0.0
219,Sell,500,67.6655016065,62,1,0.0
220,Sell,300,67.7516328479,64,1,0.0
221,Sell,4400,67.7215001062,83,0,0.0
222,Sell,5200,68.3252640672,80,0,0.0
223,Sell,400,68.2886829984,92,1,0.0
224,Sell,600,67.6623016666,72,1,0.0
225,Buy,5000,68.3878431218,68,0,4650.373332285
226,Sell,6000,68.0230945727,59,0,0.0
227,Sell,700,67.9045101467,77,1,0.0
228,Sell,300,68.5683872389,67,1,0.0
229,Sell,400,68.3394195971,42,1,0.0
230,Sell,700,68.1085285225,58,1,0.0
231,Buy,5000,67.8656063956,95,0,6447.2326075774
232,Sell,5600,68.5323824464,93,0,0.0
233,Sell,400,67.6186646743,92,1,0.0
234,Buy,6000,67.9719884868,65,0,4418.1792516442
235,Sell,600,67.6707725254,45,1,0.0
236,Sell,700,67.6863372639,75,1,0.0
237,Sell,600,68.6697273828,94,1,0.0
238,Sell,300,68.0916563823,61,1,0.0
239,Sell,4400,68.478150818,43,0,0.0
240,Buy,6000,68.1252550062,59,0,4019.3900453671
241,Sell,500,67.2928608839,90,1,0.0
242,Sell,4800,68.0262662616,82,0,0.0
243,Sell,300,68.702704336,40,1,0.0
244,Sell,400,68.3909748154,53,1,0.0
245,Sell,400,68.5882801553,65,1,0.0
246,Sell,600,67.5590159989,54,1,0.0
247,Buy,7000,67.794663201,90,0,6101.5196880944
248,Sell,4400,67.8059806781,85,0,0.0
249,Sell,600,68.1248783993,64,1,0.0
250,Sell,500,68.3106265116,68,1,0.0
251,Sell,700,68.1496986825,66,1,0.0
252,Buy,7500,68.5190891854,63,0,4316.7026186799
253,Sell,600,68.1695603229,92,1,0.0
254,Sell,4800,68.3852663227,94,0,0.0
255,Sell,500,68.0487869565,80,1,0.0
256,Sell,4800,68.2791241805,76,0,0.0
257,Sell,4400,68.3970141945,71,0,0.0
258,Sell,300,68.4272146222,99,1,0.0
259,Sell,4000,68.0199026652,56,0,0.0
260,Buy,8500,67.8407680593,88,0,5969.9875892199
261,Buy,7500,67.9758824355,96,0,6525.6847138064
262,Sell,300,67.7095742395,60,1,0.0
263,Sell,400,67.8959703049,48,1,0.0
264,Sell,600,68.1309388775,87,1,0.0
265,Buy,7000,67.8588310583,97,0,6582.3066126597
266,Sell,4800,68.3017307575,61,0,0.0
267,Sell,400,68.2711678248,90,1,0.0
268,Buy,8500,68.1956419485,54,0,3682.5646652213
269,Sell,700,68.1859164344,60,1,0.0
270,Buy,6000,68.1695848011,56,0,3817.4967488644
271,Sell,500,67.8580086907,79,1,0.0
272,Sell,700,67.5859257364,70,1,0.0
273,Sell,700,67.4096859356,59,1,0.0
274,Sell,300,68.0420426175,63,1,0.0
275,Sell,300,67.4874466099,43,1,0.0
276,Sell,400,68.3365406233,50,1,0.0
277,Sell,4000,67.9770078098,51,0,0.0
278,Sell,5200,68.0956543147,55,0,0.0
279,Sell,500,68.2356270389,67,1,0.0
280,Buy,5000,68.1010729482,89,0,6060.9954923877
281,Buy,8000,67.8752794141,95,0,6448.1515443408
282,Sell,300,67.9664313533,51,1,0.0
283,Sell,300,68.6508880625,53,1,0.0
284,Sell,4000,67.9399791913,92,0,0.0
285,Sell,500,67.5358521099,70,1,0.0
286,Sell,300,67.5838313877,69,1,0.0
287,Sell,4000,68.0038034289,69,0,0.0
288,Sell,500,68.0819944377,99,1,0.0
289,Sell,400,67.5772595922,67,1,0.0
290,Sell,5600,68.2443357681,46,0,0.0
291,Sell,5200,68.1474082826,40,0,0.0
292,Sell,400,68.3942438581,63,1,0.0
293,Sell,500,67.8520966957,90,1,0.0
294,Sell,700,67.8340516654,81,1,0.0
295,Sell,300,68.204639398,73,1,0.0
296,Buy,7000,68.2396042386,83,0,5663.8871518031
297,Sell,300,67.8613538233,78,1,0.0
298,Sell,700,68.1591744398,92,1,0.0
299,Sell,500,68.1028915495,73,1,0.0
