ID,Type,Amount,Price,RP,Smallsell,PV
69,Sell,700,68.1472582121,69,1,0.0
70,Sell,5200,67.691568647,91,0,0.0
71,Sell,4400,67.6632960099,54,0,0.0
72,Sell,4800,68.0026325304,62,0,0.0
73,Sell,600,67.7979239151,55,1,0.0
74,Buy,9000,68.1367462405,60,0,4088.2047744315
75,Buy,6000,67.7332978244,54,0,3657.5980825182
76,Sell,600,67.9598827237,87,1,0.0
77,Buy,9000,68.3511517931,50,0,3417.5575896552
78,Sell,500,68.1195347994,43,1,0.0
79,Sell,300,67.4664205308,79,1,0.0
80,Sell,700,68.1457903796,73,1,0.0
81,Sell,300,67.971076871,46,1,0.0
82,Sell,600,67.7380039489,64,1,0.0
83,Sell,700,68.6894100812,41,1,0.0
84,Buy,6500,68.7272762902,60,0,4123.63657741
85,Sell,600,67.8778669729,80,1,0.0
86,Sell,6000,68.2630288503,54,0,0.0
87,Sell,500,68.3361719128,91,1,0.0
88,Sell,5600,67.6861989429,86,0,0.0
89,Sell,4400,67.7834930579,89,0,0.0
90,Sell,700,68.0340592044,47,1,0.0
91,Sell,4800,67.8334986263,92,0,0.0
92,Sell,4000,67.7140227063,61,0,0.0
93,Sell,6000,68.1110751323,72,0,0.0
94,Sell,4400,67.9445200108,42,0,0.0
95,Sell,700,68.410137276,60,1,0.0
96,Sell,300,68.2956394389,66,1,0.0
97,Sell,400,67.9399069051,68,1,0.0
98,Buy,8500,68.0016982515,91,0,6188.1545408826
99,Sell,400,68.0498205557,86,1,0.0
100,Sell,400,68.2689154614,67,1,0.0
101,Sell,400,68.2182773926,66,1,0.0
102,Sell,700,67.9157891086,51,1,0.0
103,Sell,300,68.4101090682,68,1,0.0
104,Sell,700,67.833836935,76,1,0.0
105,Sell,4000,68.2815238023,83,0,0.0
106,Sell,4800,68.1136875625,42,0,0.0
107,Sell,700,67.6832829996,86,1,0.0
108,Sell,400,67.7998556429,88,1,0.0
109,Sell,400,68.1434267911,55,1,0.0
110,Sell,600,68.3739384704,67,1,0.0
111,Sell,4400,68.1195147182,49,0,0.0
112,Buy,9000,68.0519294824,60,0,4083.1157689466
113,Sell,5200,68.3496908107,82,0,0.0
114,Sell,700,67.9814342852,98,1,0.0
115,Sell,5600,68.2625527168,57,0,0.0
116,Sell,5600,68.5087261422,67,0,0.0
117,Sell,700,67.917379352,49,1,0.0
118,Sell,600,67.9340305748,79,1,0.0
119,Sell,4800,68.09667418,71,0,0.0
120,Buy,6500,67.1210791865,69,0,4631.3544638692
121,Sell,600,67.7570171246,45,1,0.0
122,Buy,7000,67.9342456571,88,0,5978.2136178263
123,Sell,500,67.8677754956,92,1,0.0
124,Sell,300,67.8159976399,76,1,0.0
125,Sell,400,68.2729613284,83,1,0.0
126,Sell,700,68.1768771425,92,1,0.0
127,Sell,700,67.6453335701,42,1,0.0
128,Sell,700,68.0596491048,60,1,0.0
129,Sell,600,68.1608906239,56,1,0.0
130,Sell,600,68.1365915808,74,1,0.0
131,Sell,700,67.8052686565,59,1,0.0
132,Sell,600,67.8735780387,86,1,0.0
133,Sell,500,67.8263925506,85,1,0.0
134,Sell,700,67.6832815844,53,1,0.0
135,Sell,500,67.7872222875,44,1,0.0
136,Sell,5200,67.8399956773,73,0,0.0
137,Sell,400,68.3773942996,48,1,0.0
138,Sell,300,68.002074316,44,1,0.0
139,Sell,4400,67.9010017904,96,0,0.0
140,Sell,400,68.0404392366,61,1,0.0
141,Sell,500,67.5231737479,65,1,0.0
142,Sell,600,68.0550604215,72,1,0.0
143,Buy,4000,67.9026199995,96,0,6518.6515199531
144,Sell,500,68.1087166729,70,1,0.0
145,Buy,8000,67.7114710103,84,0,5687.7635648625
146,Buy,4000,67.9145185179,83,0,5636.9050369865
147,Sell,4800,67.5568469464,74,0,0.0
148,Sell,300,68.0320304329,62,1,0.0
149,Sell,400,68.3257810959,53,1,0.0
150,Sell,400,67.8095793698,54,1,0.0
151,Sell,4400,68.0215748702,51,0,0.0
152,Sell,600,68.2378321431,87,1,0.0
153,Sell,600,67.8331345723,82,1,0.0
154,Buy,6000,68.3056464095,46,0,3142.0597348355
155,Sell,6000,67.8511983268,60,0,0.0
156,Sell,400,68.0255611628,52,1,0.0
157,Sell,300,68.5477610651,40,1,0.0
158,Sell,300,67.8262379929,69,1,0.0
159,Sell,700,68.1103374275,70,1,0.0
160,Buy,9000,67.8755193629,44,0,2986.522851966
161,Sell,300,67.9630527063,77,1,0.0
162,Sell,4000,67.6912209472,55,0,0.0
163,Sell,5600,67.702841663,60,0,0.0
164,Buy,5000,67.6809884685,74,0,5008.3931466709
165,Sell,4800,67.9695748605,50,0,0.0
166,Sell,500,68.2168295681,99,1,0.0
167,Sell,300,67.6762954458,90,1,0.0
168,Sell,700,67.7680580623,56,1,0.0
169,Sell,700,67.5522403036,66,1,0.0
170,Sell,400,67.9226409128,92,1,0.0
171,Sell,600,67.6797979401,41,1,0.0
172,Sell,400,67.9451394407,92,1,0.0
173,Sell,300,67.9199135341,95,1,0.0
174,Sell,700,67.6860133375,77,1,0.0
175,Sell,4800,67.7247358874,43,0,0.0
176,Sell,600,68.1624359502,48,1,0.0
177,Sell,700,68.3023832627,51,1,0.0
178,Sell,500,68.3895196459,100,1,0.0
179,Sell,500,68.4618056516,83,1,0.0
180,Buy,6500,67.8816034807,89,0,6041.4627097816
181,Sell,300,68.775821258,50,1,0.0
182,Sell,500,67.9916487824,64,1,0.0
183,Sell,500,68.1614708975,57,1,0.0
184,Sell,400,68.1015331927,40,1,0.0
185,Sell,300,68.0999127172,60,1,0.0
186,Sell,500,67.5845400696,56,1,0.0
187,Sell,600,67.7249485568,51,1,0.0
188,Sell,700,68.6959952008,80,1,0.0
189,Sell,400,67.8860242142,73,1,0.0
190,Sell,400,67.8312786169,64,1,0.0
191,Sell,600,67.4694304601,69,1,0.0
192,Sell,4000,67.7610203306,93,0,0.0
193,Sell,4400,68.1619330732,46,0,0.0
194,Sell,400,67.4343116883,68,1,0.0
195,Sell,4800,68.1912716301,59,0,0.0
196,Sell,4000,68.1994354312,44,0,0.0
197,Sell,4400,67.9372041801,79,0,0.0
198,Sell,600,68.370818396,77,1,0.0
199,Sell,400,68.4060028207,40,1,0.0
200,Sell,500,68.493168072,68,1,0.0
201,Sell,5600,67.8329596004,80,0,0.0
202,Sell,700,68.0180196874,40,1,0.0
203,Sell,600,67.7905535634,93,1,0.0
204,Sell,6000,67.6299172191,61,0,0.0
205,Buy,5000,67.7536237574,72,0,4878.2609105356
206,Sell,500,68.1664834393,63,1,0.0
207,Buy,5500,68.1747311539,84,0,5726.677416926
208,Sell,400,68.1582549601,70,1,0.0
209,Buy,7500,67.8241514912,80,0,5425.9321192966
210,Sell,4800,67.9647446528,40,0,0.0
211,Buy,8500,67.8570824467,95,0,6446.4228324361
212,Sell,600,67.6953356778,80,1,0.0
213,Buy,8000,67.8229523684,81,0,5493.6591418408
214,Sell,700,67.6886130073,41,1,0.0
215,Sell,6000,67.782522674,52,0,0.0
216,Buy,7000,68.3179424453,80,0,5465.4353956218
217,Sell,4400,68.2188326338,90,0,0.0
218,Sell,600,68.2308450658,73,1,0.0
219,Sell,500,68.4673573359,64,1,0.0
220,Sell,5600,67.9400021844,75,0,0.0
221,Sell,700,68.0643811184,57,1,0.0
222,Sell,600,67.6082564391,84,1,0.0
223,Sell,300,68.2611793553,54,1,0.0
224,Sell,5600,68.0696198194,83,0,0.0
225,Sell,5200,67.7251885746,49,0,0.0
226,Sell,4800,68.0114901482,56,0,0.0
227,Sell,600,67.5147762191,44,1,0.0
228,Sell,500,67.5897571661,76,1,0.0
229,Sell,700,68.0869487033,82,1,0.0
230,Sell,400,67.9311691576,55,1,0.0
231,Sell,6000,68.2665939293,69,0,0.0
232,Buy,7500,68.1361359687,63,0,4292.5765660274
233,Sell,500,67.8540268734,84,1,0.0
234,Sell,300,68.0492644312,98,1,0.0
235,Buy,6500,68.3626241487,66,0,4511.9331938126
236,Buy,6500,67.8090107833,82,0,5560.3388842314
237,Sell,4800,68.595140307,88,0,0.0
238,Sell,500,67.503942097,91,1,0.0
239,Sell,4000,67.7006072574,99,0,0.0
240,Sell,400,67.8984556244,46,1,0.0
241,Sell,600,67.5879300599,74,1,0.0
242,Sell,600,68.2912474389,70,1,0.0
243,Sell,700,68.2489151901,80,1,0.0
244,Buy,6500,68.3442441031,66,0,4510.7201108024
245,Sell,300,67.8221465891,89,1,0.0
246,Sell,500,67.8234399913,88,1,0.0
247,Sell,600,67.8275059442,73,1,0.0
248,Sell,500,67.8680086246,78,1,0.0
249,Sell,400,67.5857763435,70,1,0.0
250,Sell,300,68.2950437004,85,1,0.0
251,Sell,400,68.147595908,80,1,0.0
252,Buy,5000,68.336595466,86,0,5876.9472100774
253,Sell,400,68.4966060454,60,1,0.0
254,Sell,400,67.6768558272,60,1,0.0
255,Sell,300,68.2030509638,56,1,0.0
256,Sell,300,67.8222762257,47,1,0.0
257,Sell,4400,68.5781002053,59,0,0.0
258,Sell,600,67.8278658796,90,1,0.0
259,Buy,9000,68.8501143824,85,0,5852.2597225052
260,Sell,700,68.0305259006,54,1,0.0
261,Sell,300,68.2067743529,90,1,0.0
262,Buy,7500,68.1086282391,58,0,3950.3004378674
263,Sell,700,68.0956285547,98,1,0.0
264,Sell,600,67.7213821515,70,1,0.0
265,Buy,8000,67.9041254529,48,0,3259.3980217381
266,Sell,300,67.9953016917,71,1,0.0
267,Sell,300,67.4402190493,75,1,0.0
268,Sell,6000,67.9352059167,71,0,0.0
269,Sell,700,67.5871819122,71,1,0.0
270,Sell,5600,67.9147885623,90,0,0.0
271,Sell,5600,68.4121747943,64,0,0.0
272,Sell,6000,67.8886454767,55,0,0.0
273,Sell,500,68.4844582693,57,1,0.0
274,Sell,700,67.845352908,91,1,0.0
275,Sell,4800,67.9698875313,51,0,0.0
276,Sell,700,67.6324835019,88,1,0.0
277,Sell,5600,68.1067535709,59,0,0.0
278,Buy,8500,68.259537348,90,0,6143.358361319
279,Sell,4000,67.9398481923,43,0,0.0
280,Sell,5600,68.1371907168,55,0,0.0
281,Sell,600,67.7164443214,56,1,0.0
282,Sell,5200,68.2195428941,69,0,0.0
283,Sell,700,68.2863131202,53,1,0.0
284,Sell,600,67.6098924843,76,1,0.0
285,Sell,700,68.0967729136,67,1,0.0
286,Sell,4800,67.7547978525,56,0,0.0
287,Sell,4000,67.8865349808,56,0,0.0
288,Sell,500,68.2308861386,72,1,0.0
289,Sell,6000,68.5438346267,74,0,0.0
290,Sell,700,68.025836833,48,1,0.0
291,Sell,500,67.7133406391,70,1,0.0
292,Sell,600,68.0729651757,58,1,0.0
293,Buy,7500,68.6049753617,52,0,3567.4587188075
294,Sell,700,67.8540524121,83,1,0.0
295,Sell,4400,68.0738526021,41,0,0.0
296,Sell,4400,68.1490024037,52,0,0.0
297,Buy,4000,68.1451053254,50,0,3407.2552662704
298,Sell,400,68.1211478639,99,1,0.0
299,Sell,600,68.0689180536,59,1,0.0
300,Sell,600,67.7374955462,59,1,0.0
301,Buy,6500,67.8105799726,65,0,4407.6876982213
302,Sell,300,67.9121287824,79,1,0.0
303,Buy,6500,68.5709627235,64,0,4388.5416143024
304,Sell,300,67.7784153831,93,1,0.0
305,Sell,300,67.9715646891,81,1,0.0
306,Sell,700,68.0172208206,75,1,0.0
307,Sell,500,68.0606213707,40,1,0.0
308,Sell,400,68.1826568186,71,1,0.0
309,Sell,700,68.4939283951,60,1,0.0
310,Sell,300,67.860322494,90,1,0.0
311,Sell,700,68.3831975725,94,1,0.0
312,Sell,600,68.4997335706,95,1,0.0
313,Buy,5500,68.1122210943,75,0,5108.4165820689
314,Sell,500,68.0734331219,94,1,0.0
315,Sell,700,67.6392393966,66,1,0.0
316,Sell,300,68.4851499777,91,1,0.0
317,Sell,5200,68.1601973141,71,0,0.0
318,Buy,8500,67.8935598506,90,0,6110.420386558
319,Sell,500,67.7966737228,98,1,0.0
320,Buy,4000,68.0707570054,68,0,4628.8114763665
321,Buy,4500,67.7653091099,88,0,5963.347201674
322,Sell,400,67.7526219402,83,1,0.0
323,Buy,8000,68.2675898115,99,0,6758.4913913397
324,Buy,9000,68.4075416525,92,0,6293.4938320304
325,Sell,4400,67.4608706383,95,0,0.0
326,Sell,4800,67.4959226469,60,0,0.0
327,Sell,500,67.9224216109,45,1,0.0
328,Buy,4000,68.0139305814,75,0,5101.0447936032
329,Buy,7500,68.138621838,77,0,5246.6738815239
330,Buy,5000,68.1373459841,98,0,6677.4599064382
331,Sell,6000,67.8668361265,84,0,0.0
332,Sell,4800,68.481649527,47,0,0.0
333,Sell,700,68.0638871699,87,1,0.0
334,Sell,4000,67.7224469087,67,0,0.0
335,Buy,4000,67.8614046535,69,0,4682.4369210908
336,Sell,500,68.1244292994,54,1,0.0
337,Sell,500,67.8023037184,94,1,0.0
338,Sell,500,68.136397327,43,1,0.0
339,Sell,600,68.2937413138,50,1,0.0
340,Sell,500,67.8934351544,79,1,0.0
341,Buy,7000,68.2721413071,94,0,6417.5812828634
342,Sell,600,68.3517741987,49,1,0.0
343,Buy,5500,68.4501507377,45,0,3080.2567831943
344,Sell,400,67.8943143862,82,1,0.0
345,Sell,400,68.2329272027,41,1,0.0
346,Sell,400,67.9580317387,77,1,0.0
347,Sell,5600,67.8708058087,72,0,0.0
348,Sell,4000,67.9414528617,40,0,0.0
349,Sell,6000,68.028953863,87,0,0.0
350,Sell,300,68.1432761671,70,1,0.0
351,Sell,400,68.6990193444,91,1,0.0
352,Sell,700,67.8694350049,51,1,0.0
353,Sell,4800,68.3088970876,98,0,0.0
354,Sell,600,68.4088608751,50,1,0.0
355,Sell,5600,67.7798932892,40,0,0.0
356,Buy,8000,68.8473498608,73,0,5025.8565398381
357,Buy,7000,68.2260042569,80,0,5458.0803405558
358,Sell,300,68.251112436,100,1,0.0
359,Sell,600,67.9724070221,86,1,0.0
360,Sell,600,68.0174863566,55,1,0.0
361,Buy,7000,68.3462710533,78,0,5331.0091421605
362,Sell,600,68.330936524,72,1,0.0
363,Buy,6000,67.8317356396,55,0,3730.7454601767
364,Sell,6000,68.1425475872,60,0,0.0
365,Buy,5500,68.2652260141,64,0,4368.9744648999
366,Sell,700,68.246157782,64,1,0.0
367,Buy,8000,67.5597297927,60,0,4053.5837875632
368,Sell,700,67.594167134,92,1,0.0
369,Buy,7000,67.8028792547,63,0,4271.5813930437
370,Buy,8000,67.8793076906,91,0,6177.0169998402
371,Buy,5000,67.7960019957,54,0,3660.9841077665
372,Sell,5600,67.2680478678,82,0,0.0
373,Sell,700,67.9349515301,80,1,0.0
374,Buy,5500,68.1945008192,54,0,3682.5030442352
375,Buy,7500,68.1842487263,96,0,6545.6878777291
376,Sell,400,68.1757842247,60,1,0.0
377,Buy,7500,68.0737045387,60,0,4084.4222723242
378,Buy,7500,68.0365030482,67,0,4558.4457042308
379,Sell,700,67.6677533813,56,1,0.0
380,Sell,6000,68.0472330608,61,0,0.0
381,Sell,4400,68.015714305,48,0,0.0
382,Sell,700,67.6053540229,95,1,0.0
383,Sell,400,68.2635134499,72,1,0.0
384,Sell,300,68.2210652048,48,1,0.0
385,Sell,4000,68.2585205719,61,0,0.0
386,Sell,5200,67.9397397593,65,0,0.0
387,Sell,600,67.6829485428,93,1,0.0
388,Sell,4400,68.1049357994,76,0,0.0
389,Buy,9000,67.9758294917,63,0,4282.4772579752
390,Sell,400,68.1208672836,45,1,0.0
391,Buy,7500,68.4861883183,76,0,5204.950312192
392,Sell,300,68.3861466336,89,1,0.0
393,Sell,6000,68.4110370873,52,0,0.0
394,Sell,4800,67.9477720451,78,0,0.0
395,Buy,6500,68.4942557297,60,0,4109.6553437803
396,Sell,4800,67.5870583976,50,0,0.0
397,Sell,600,68.0820811817,64,1,0.0
398,Sell,600,67.7411208563,40,1,0.0
399,Sell,300,68.0843598328,52,1,0.0
400,Sell,400,67.7491196025,81,1,0.0
401,Sell,700,67.9899667913,48,1,0.0
402,Sell,600,67.6032999044,81,1,0.0
403,Sell,400,67.8973456203,78,1,0.0
404,Sell,600,67.9730700715,44,1,0.0
405,Sell,4800,67.8408831039,55,0,0.0
406,Sell,4000,67.9226841504,62,0,0.0
407,Buy,4500,67.3955230933,59,0,3976.3358625062
408,Sell,300,67.9759235202,80,1,0.0
409,Buy,5500,67.7383851695,49,0,3319.180873305
410,Sell,400,67.8346898507,71,1,0.0
411,Sell,4000,67.8370476538,89,0,0.0
412,Buy,8000,67.823596439,69,0,4679.8281542889
413,Sell,400,68.0490891703,95,1,0.0
414,Sell,400,67.4378388292,47,1,0.0
415,Sell,400,68.1485821205,47,1,0.0
416,Sell,700,67.8457456662,57,1,0.0
417,Sell,4000,67.8654676361,97,0,0.0
418,Sell,300,67.7740151499,92,1,0.0
419,Sell,300,68.4281894254,73,1,0.0
420,Sell,4400,68.4014640129,41,0,0.0
421,Sell,700,67.9487855591,100,1,0.0
422,Buy,8000,68.332124056,80,0,5466.5699244771
423,Sell,500,68.1117676337,77,1,0.0
424,Buy,7500,67.4745542317,85,0,5735.3371096935
425,Buy,9000,67.7317675517,85,0,5757.2002418975
426,Buy,5500,67.4421266146,76,0,5125.6016227071
427,Sell,500,68.0682335027,66,1,0.0
428,Sell,300,67.8406056384,58,1,0.0
429,Buy,4500,68.0778111136,80,0,5446.2248890913
430,Sell,500,68.1565215216,72,1,0.0
431,Sell,300,68.0933951699,64,1,0.0
432,Sell,5200,68.3655190861,54,0,0.0
433,Buy,9000,68.1904897934,48,0,3273.1435100826
434,Sell,700,68.0449379998,68,1,0.0
435,Sell,4800,67.5302709545,60,0,0.0
436,Sell,400,67.6419844817,61,1,0.0
437,Sell,700,67.8116179691,45,1,0.0
438,Sell,300,68.8830160011,49,1,0.0
439,Sell,5600,68.2926456936,96,0,0.0
440,Sell,600,68.1335889582,94,1,0.0
441,Buy,5000,68.2374023017,76,0,5186.0425749311
442,Buy,8000,68.2091263131,79,0,5388.5209787344
443,Sell,6000,67.6424107153,43,0,0.0
444,Buy,5000,67.7077281627,85,0,5755.1568938286
445,Sell,5200,68.4241383261,96,0,0.0
446,Sell,4400,67.5019747904,70,0,0.0
447,Sell,600,68.1620940487,67,1,0.0
448,Sell,600,67.6219275455,75,1,0.0
449,Sell,4000,68.0791604964,44,0,0.0
450,Sell,300,67.8242762664,90,1,0.0
451,Sell,600,67.9733350132,83,1,0.0
452,Sell,600,67.8155942532,80,1,0.0
453,Sell,5200,67.6958868019,89,0,0.0
454,Sell,4000,68.2236367502,88,0,0.0
455,Sell,700,68.0513559062,84,1,0.0
456,Sell,400,67.7013336003,100,1,0.0
457,Buy,6000,67.9685329737,74,0,5029.671440053
458,Sell,4800,67.8676261382,77,0,0.0
459,Sell,700,68.1755176393,42,1,0.0
460,Sell,400,67.6720104622,93,1,0.0
461,Sell,600,68.0285532055,62,1,0.0
462,Sell,600,68.3242331259,78,1,0.0
463,Sell,600,67.5070761991,75,1,0.0
464,Sell,500,67.4628045687,48,1,0.0
465,Sell,700,67.3336852007,54,1,0.0
466,Sell,500,68.3872885668,83,1,0.0
467,Buy,6000,68.03431609,67,0,4558.2991780313
468,Sell,600,67.8845179796,56,1,0.0
469,Sell,300,67.6719520515,77,1,0.0
470,Sell,600,67.797328487,72,1,0.0
471,Sell,500,68.135803855,85,1,0.0
472,Sell,500,67.5347295696,95,1,0.0
473,Sell,6000,67.7797009465,61,0,0.0
474,Sell,400,68.1249448131,86,1,0.0
475,Sell,5600,67.9360847722,55,0,0.0
476,Buy,8000,67.955126712,51,0,3465.7114623135
477,Sell,500,67.6489810234,41,1,0.0
478,Sell,400,68.1350434093,49,1,0.0
479,Buy,9000,68.1759265723,48,0,3272.4444754707
480,Buy,4000,68.1044593909,83,0,5652.6701294475
481,Sell,700,67.6616316962,57,1,0.0
482,Sell,500,67.5199726059,68,1,0.0
483,Sell,400,67.3311258717,45,1,0.0
484,Sell,300,67.016428532,74,1,0.0
485,Sell,300,68.3402695949,93,1,0.0
486,Buy,8500,67.9599226415,65,0,4417.3949717004
487,Buy,6500,68.1674377383,83,0,5657.8973322771
488,Sell,5200,67.6080391083,94,0,0.0
489,Sell,4800,68.1687739709,88,0,0.0
490,Sell,600,67.8780027704,100,1,0.0
491,Sell,400,68.4849528614,60,1,0.0
492,Sell,700,67.4504873414,68,1,0.0
493,Sell,700,68.0818129326,40,1,0.0
494,Sell,700,68.1248639488,90,1,0.0
495,Buy,9000,68.2725950574,79,0,5393.535009534
496,Sell,300,68.6183406236,71,1,0.0
497,Buy,9000,68.2964915528,60,0,4097.7894931666
498,Sell,400,67.8576399386,63,1,0.0
499,Buy,7500,67.5061974381,85,0,5738.0267822347
500,Sell,400,67.8934579555,94,1,0.0
501,Sell,5600,67.9831388561,71,0,0.0
502,Buy,6500,67.9502802477,76,0,5164.2212988269
503,Sell,500,68.2241514384,67,1,0.0
504,Sell,500,68.0694259137,78,1,0.0
505,Buy,5000,67.9800424254,65,0,4418.7027576483
506,Sell,500,67.8325889423,41,1,0.0
507,Sell,700,67.7916542609,97,1,0.0
508,Sell,400,67.7042022723,78,1,0.0
509,Sell,400,68.1222646634,83,1,0.0
510,Sell,6000,68.5469531089,92,0,0.0
511,Sell,700,67.7395098537,42,1,0.0
512,Sell,6000,68.1390848653,93,0,0.0
513,Sell,4000,67.7802648259,87,0,0.0
514,Sell,600,67.8968519175,85,1,0.0
515,Sell,500,68.2093950944,59,1,0.0
516,Sell,600,67.8880744076,78,1,0.0
517,Sell,5600,67.9103408746,66,0,0.0
518,Sell,400,68.4042392811,65,1,0.0
519,Sell,500,67.767231944,58,1,0.0
520,Buy,4000,68.0615924086,94,0,6397.7896864112
521,Sell,400,68.2223522062,52,1,0.0
522,Sell,700,68.5975801496,52,1,0.0
523,Sell,500,68.096439793,70,1,0.0
524,Sell,5600,68.0043123758,67,0,0.0
525,Sell,500,68.1734604683,85,1,0.0
526,Sell,500,68.5204542729,74,1,0.0
527,Sell,400,68.2109383242,52,1,0.0
528,Sell,5600,68.1693186762,56,0,0.0
529,Sell,5200,67.7180867941,82,0,0.0
530,Buy,4000,68.3288061617,87,0,5944.6061360646
531,Sell,600,68.8325715968,80,1,0.0
532,Sell,500,67.8093479221,100,1,0.0
533,Sell,4400,68.1189963995,65,0,0.0
534,Sell,300,68.2329130393,77,1,0.0
535,Buy,4500,67.9797750267,68,0,4622.6247018161
536,Buy,8000,68.2490142262,81,0,5528.1701523191
537,Sell,300,68.1901911181,60,1,0.0
538,Sell,400,68.1304209587,77,1,0.0
539,Sell,700,67.8966220211,60,1,0.0
540,Sell,500,68.1942432549,53,1,0.0
541,Sell,500,67.573925061,99,1,0.0
542,Sell,300,67.5560898262,65,1,0.0
543,Buy,4000,67.886869762,77,0,5227.2889716775
544,Sell,600,67.6488676395,84,1,0.0
545,Sell,4400,68.3794491841,79,0,0.0
546,Buy,8500,68.0551975222,50,0,3402.7598761086
547,Sell,400,67.8657416031,41,1,0.0
548,Sell,400,67.964765957,86,1,0.0
549,Buy,6000,67.874876444,64,0,4343.9920924155
550,Sell,300,67.6046649407,81,1,0.0
551,Sell,300,68.042335241,63,1,0.0
552,Sell,500,67.8038001948,65,1,0.0
553,Sell,400,67.4030898368,53,1,0.0
554,Sell,4000,67.6239373611,99,0,0.0
555,Sell,5600,67.5058599462,85,0,0.0
556,Buy,5000,68.1772682256,69,0,4704.2315075666
557,Sell,300,68.5157992734,98,1,0.0
558,Sell,300,68.0772892165,55,1,0.0
559,Buy,8000,67.8678319555,100,0,6786.7831955457
560,Sell,300,68.2113109511,83,1,0.0
561,Sell,400,67.6675486736,58,1,0.0
562,Sell,700,67.7495340178,79,1,0.0
563,Sell,6000,67.8230396274,77,0,0.0
564,Sell,300,67.9608662012,93,1,0.0
565,Sell,600,67.8207690848,84,1,0.0
566,Sell,700,68.073026877,49,1,0.0
567,Sell,6000,68.3163878999,78,0,0.0
568,Buy,6000,67.5539443455,76,0,5134.099770256
569,Buy,4000,67.9860934812,44,0,2991.3881131724
570,Buy,4000,68.0261691351,95,0,6462.4860678346
571,Sell,600,68.1208642472,94,1,0.0
572,Sell,5200,67.7062855411,92,0,0.0
573,Buy,5500,68.5289961006,63,0,4317.3267543391
574,Sell,300,67.8169283441,53,1,0.0
575,Sell,400,67.7324346592,54,1,0.0
576,Buy,8000,68.0625647594,61,0,4151.8164503244
577,Sell,400,68.4310372461,48,1,0.0
578,Sell,700,67.4796904796,86,1,0.0
