ID,Type,Amount,Price,RP,Smallsell,PV
61,Sell,700,68.4959225722,64,1,0.0
62,Sell,400,68.0455789066,96,1,0.0
63,Sell,700,67.7434198666,55,1,0.0
64,Sell,300,67.9821344524,97,1,0.0
65,Buy,9000,68.1816082463,67,0,4568.1677525052
66,Sell,700,67.6399298959,51,1,0.0
67,Sell,5200,68.3075511321,87,0,0.0
68,Sell,600,67.8148543033,62,1,0.0
69,Buy,4000,67.21688836,40,0,2688.6755344005
70,Sell,300,68.1867698133,61,1,0.0
71,Sell,600,67.5585565315,85,1,0.0
72,Sell,600,68.1245468303,85,1,0.0
73,Sell,500,68.0609700316,55,1,0.0
74,Sell,400,67.9909109352,42,1,0.0
75,Sell,500,67.8051226055,87,1,0.0
76,Sell,5600,67.5520146577,81,0,0.0
77,Buy,8000,67.9749184293,46,0,3126.8462477483
78,Sell,500,67.5597588542,56,1,0.0
79,Sell,4000,68.1655676919,79,0,0.0
80,Sell,5600,67.7909141105,68,0,0.0
81,Sell,6000,68.0235694499,53,0,0.0
82,Buy,8000,68.3585573144,86,0,5878.8359290402
83,Sell,4400,68.1984883714,84,0,0.0
84,Sell,500,68.6724576756,77,1,0.0
85,Sell,4800,67.7709222288,86,0,0.0
86,Sell,700,68.0512780615,68,1,0.0
87,Sell,500,67.3973989842,66,1,0.0
88,Sell,5200,67.8560843219,92,0,0.0
89,Sell,500,67.483739212,56,1,0.0
90,Sell,700,68.0463902752,45,1,0.0
91,Buy,9000,68.069315248,67,0,4560.6441216131
92,Sell,4000,67.8516352775,64,0,0.0
93,Sell,700,67.7501902513,52,1,0.0
94,Sell,500,68.4473401614,90,1,0.0
95,Sell,700,67.6538485136,97,1,0.0
96,Sell,600,67.852891008,91,1,0.0
97,Buy,5500,68.0701132889,57,0,3879.9964574657
98,Sell,400,67.7169472746,66,1,0.0
99,Sell,500,67.3050738217,78,1,0.0
100,Sell,600,68.3972953036,44,1,0.0
101,Sell,600,67.9089595143,65,1,0.0
102,Sell,500,68.1903830453,41,1,0.0
103,Buy,7000,67.4469565866,77,0,5193.4156571717
104,Buy,9000,67.9310658167,70,0,4755.1746071657
105,Buy,5500,67.6904196832,80,0,5415.2335746587
106,Sell,400,68.3485717029,45,1,0.0
107,Sell,700,68.3427996219,80,1,0.0
108,Sell,400,68.1516979648,87,1,0.0
109,Sell,700,68.7438782337,51,1,0.0
110,Sell,500,68.2450018713,80,1,0.0
111,Sell,4000,67.9228452801,73,0,0.0
112,Sell,400,67.9491063568,47,1,0.0
113,Buy,4000,67.7892949443,85,0,5762.0900702674
114,Sell,500,67.9491264722,93,1,0.0
115,Sell,700,67.5928106991,71,1,0.0
116,Sell,300,67.5117694261,60,1,0.0
117,Buy,4000,67.3810774445,62,0,4177.626801557
118,Buy,8000,68.5036572327,43,0,2945.6572610082
119,Sell,300,67.42765176,100,1,0.0
120,Sell,400,68.0227585133,74,1,0.0
121,Sell,700,67.6656653226,69,1,0.0
122,Sell,6000,67.8192874048,96,0,0.0
123,Sell,600,68.3257288774,61,1,0.0
124,Sell,4800,68.4477852072,57,0,0.0
125,Sell,700,68.32015482,79,1,0.0
126,Buy,6500,67.9398229078,41,0,2785.5327392214
127,Buy,9000,68.0263023543,57,0,3877.4992341943
128,Sell,600,67.9067993924,58,1,0.0
129,Buy,9000,68.6275175368,43,0,2950.9832540822
130,Sell,600,68.2431730252,44,1,0.0
131,Sell,500,68.1845875286,78,1,0.0
132,Sell,400,68.3155882799,86,1,0.0
133,Sell,300,68.5358994125,47,1,0.0
134,Sell,4800,67.9628388658,42,0,0.0
135,Sell,500,67.7405934617,65,1,0.0
136,Sell,500,68.1537209655,60,1,0.0
137,Sell,600,68.184751659,81,1,0.0
138,Sell,300,68.3908122754,61,1,0.0
139,Sell,5600,68.0125749551,40,0,0.0
140,Sell,700,68.1660498367,84,1,0.0
141,Sell,600,68.4570836286,100,1,0.0
142,Sell,600,67.6201848123,58,1,0.0
143,Sell,300,67.6681759276,98,1,0.0
144,Buy,9000,68.8578298662,78,0,5370.9107295639
145,Sell,4000,67.8466827864,93,0,0.0
146,Sell,6000,67.7756938638,54,0,0.0
147,Sell,6000,68.3547294606,53,0,0.0
148,Sell,5200,67.7514010316,61,0,0.0
149,Buy,4500,67.9013584555,55,0,3734.5747150499
150,Sell,5200,67.7797831921,46,0,0.0
151,Sell,600,68.224962206,56,1,0.0
152,Sell,4800,68.2777197918,42,0,0.0
153,Sell,700,68.0321854857,78,1,0.0
154,Sell,4800,67.9781262142,83,0,0.0
155,Sell,600,68.0308817087,87,1,0.0
156,Buy,4500,67.2883024888,75,0,5046.622686662
157,Sell,5200,67.2054434424,93,0,0.0
158,Sell,700,68.2356401494,70,1,0.0
159,Buy,6000,68.2909885972,82,0,5599.8610649678
160,Sell,600,67.439745743,81,1,0.0
161,Buy,7500,68.0910890648,40,0,2723.6435625922
162,Sell,600,68.0855611279,70,1,0.0
163,Sell,400,68.205805042,42,1,0.0
164,Sell,300,67.9563921988,89,1,0.0
165,Sell,4000,67.5158679269,46,0,0.0
166,Sell,600,68.2373500107,79,1,0.0
167,Sell,4000,68.0791740617,72,0,0.0
168,Sell,4000,67.7363033015,97,0,0.0
169,Sell,400,68.1446219707,41,1,0.0
170,Sell,4400,67.9238137342,71,0,0.0
171,Sell,600,68.5140679217,98,1,0.0
172,Sell,4800,68.0661469459,62,0,0.0
173,Sell,500,68.1659883395,67,1,0.0
174,Buy,4000,68.3344421239,53,0,3621.7254325659
175,Buy,5500,67.8867298989,44,0,2987.0161155513
176,Sell,4000,68.32830111,90,0,0.0
177,Sell,500,68.2018175955,80,1,0.0
178,Sell,700,68.019090989,57,1,0.0
179,Sell,700,68.2835000197,75,1,0.0
180,Sell,600,68.1945997053,91,1,0.0
181,Sell,5600,67.7799908137,48,0,0.0
182,Sell,6000,67.361679695,78,0,0.0
183,Sell,400,67.6954674757,58,1,0.0
184,Sell,600,67.9308134514,87,1,0.0
185,Sell,400,68.337046672,48,1,0.0
186,Sell,4400,67.6985663867,93,0,0.0
187,Sell,500,68.0725783543,93,1,0.0
188,Sell,6000,67.730344146,55,0,0.0
189,Sell,700,67.8936994095,86,1,0.0
190,Buy,4500,68.2188365183,64,0,4366.005537172
191,Sell,700,67.7547204728,74,1,0.0
192,Sell,4000,68.0520413268,94,0,0.0
193,Sell,4000,67.7486562831,89,0,0.0
194,Sell,4400,68.0735311635,86,0,0.0
195,Sell,600,67.5076004881,100,1,0.0
196,Buy,6500,68.3033642978,85,0,5805.7859653128
197,Sell,600,67.6217013665,57,1,0.0
198,Sell,300,67.5013030735,87,1,0.0
199,Sell,700,68.1124024494,92,1,0.0
200,Buy,5000,68.0398083516,80,0,5443.1846681289
201,Sell,400,68.201735325,96,1,0.0
202,Buy,6500,68.2385749677,99,0,6755.6189217988
203,Sell,600,67.7602259265,55,1,0.0
204,Sell,400,67.3433969355,43,1,0.0
205,Buy,7500,67.6755010028,64,0,4331.2320641813
206,Sell,500,68.3712833673,44,1,0.0
207,Sell,300,68.1116364906,74,1,0.0
208,Sell,700,67.7986270697,100,1,0.0
209,Sell,700,67.7298881657,50,1,0.0
210,Sell,600,67.8108018213,99,1,0.0
211,Sell,6000,67.820598557,77,0,0.0
212,Sell,600,67.9269468371,64,1,0.0
213,Sell,4400,68.0043296967,84,0,0.0
214,Sell,700,67.7607976482,54,1,0.0
215,Buy,6500,68.5124204935,56,0,3836.6955476338
216,Sell,500,67.8295026598,45,1,0.0
217,Sell,400,68.1622303904,50,1,0.0
218,Sell,700,68.0741297574,67,1,0.0
219,Sell,400,68.6699358713,91,1,0.0
220,Sell,4400,67.9326694302,80,0,0.0
221,Sell,500,67.7110882211,46,1,0.0
222,Sell,600,68.2132468463,71,1,0.0
223,Sell,4400,67.6657159369,63,0,0.0
224,Buy,4000,68.055661038,96,0,6533.3434596525
225,Sell,400,67.8628316798,60,1,0.0
226,Sell,300,68.5122060728,72,1,0.0
227,Sell,600,68.1041745465,98,1,0.0
228,Buy,6500,67.8485098551,46,0,3121.0314533358
229,Sell,700,67.7240727928,93,1,0.0
230,Sell,4800,68.3661179419,45,0,0.0
231,Sell,600,67.5059515784,54,1,0.0
232,Sell,500,68.2245526724,61,1,0.0
233,Sell,4400,67.8565105427,85,0,0.0
234,Sell,5200,67.9879694302,60,0,0.0
235,Sell,500,68.0802261455,47,1,0.0
236,Sell,700,67.8922991439,76,1,0.0
237,Buy,5000,67.9813298461,66,0,4486.7677698454
238,Buy,4000,68.361917462,81,0,5537.315314418
239,Sell,500,67.9574169072,49,1,0.0
240,Buy,7500,67.8758814026,57,0,3868.9252399503
241,Buy,8000,68.0164009064,100,0,6801.640090638
242,Sell,4000,68.3281348135,87,0,0.0
243,Sell,6000,68.4318905241,71,0,0.0
244,Sell,4800,67.7627397447,63,0,0.0
245,Sell,400,68.1529230815,72,1,0.0
246,Sell,500,68.0811040247,96,1,0.0
247,Sell,400,67.9436799182,68,1,0.0
248,Sell,400,68.1072247987,69,1,0.0
249,Sell,600,68.0544173539,63,1,0.0
250,Sell,500,68.2257360519,48,1,0.0
251,Sell,600,67.9340587146,79,1,0.0
252,Sell,700,67.7325235171,51,1,0.0
253,Sell,600,67.8814542779,90,1,0.0
254,Sell,700,67.9730840823,51,1,0.0
255,Sell,500,67.4521439999,47,1,0.0
256,Sell,500,68.0340237385,84,1,0.0
257,Buy,6000,68.0035066772,90,0,6120.3156009479
258,Sell,700,67.5159766541,99,1,0.0
259,Sell,500,67.9093349691,42,1,0.0
260,Sell,500,67.7311683342,64,1,0.0
261,Sell,300,67.8999694665,94,1,0.0
262,Sell,500,68.3490857747,95,1,0.0
263,Buy,9000,68.1253630585,68,0,4632.5246879813
264,Buy,5000,68.1121199629,83,0,5653.3059569167
265,Sell,300,67.852646347,91,1,0.0
266,Sell,700,68.0883466297,88,1,0.0
267,Sell,4800,67.7685183313,44,0,0.0
268,Buy,4000,67.8588263966,71,0,4817.9766741552
269,Sell,300,68.2880085086,57,1,0.0
270,Sell,500,67.9991106206,63,1,0.0
271,Sell,700,67.677078599,45,1,0.0
272,Sell,400,68.2711562833,44,1,0.0
273,Sell,400,68.2092872819,92,1,0.0
274,Sell,500,68.4821030699,87,1,0.0
275,Sell,700,67.8130299312,48,1,0.0
276,Buy,7500,67.7138776853,55,0,3724.2632726901
277,Sell,500,68.1922115297,47,1,0.0
278,Sell,600,68.24081068,69,1,0.0
279,Sell,400,68.3723661081,61,1,0.0
280,Sell,600,67.9184458604,82,1,0.0
281,Sell,400,68.6394991293,51,1,0.0
282,Buy,6000,67.9309463033,48,0,3260.6854225565
283,Buy,4500,67.9578409434,94,0,6388.037048676
284,Buy,7500,67.9928050308,41,0,2787.7050062626
285,Sell,400,68.4977081291,80,1,0.0
286,Sell,4800,68.1791461647,78,0,0.0
287,Sell,300,68.1578419272,76,1,0.0
288,Sell,400,67.9373464525,56,1,0.0
289,Sell,700,68.1175968137,60,1,0.0
290,Buy,6500,68.4735844678,96,0,6573.4641089066
291,Sell,300,67.544903096,69,1,0.0
292,Sell,5600,68.3819614428,48,0,0.0
293,Sell,6000,68.1694692391,78,0,0.0
294,Sell,400,67.9431640043,80,1,0.0
295,Sell,4800,67.6948199503,72,0,0.0
296,Sell,500,67.5511896979,41,1,0.0
297,Sell,300,68.5409640391,55,1,0.0
298,Sell,6000,68.3819219561,84,0,0.0
299,Buy,8000,68.0761684049,53,0,3608.0369254579
300,Sell,300,67.7644457786,99,1,0.0
301,Sell,6000,67.6953390057,51,0,0.0
302,Sell,4800,67.4942990197,44,0,0.0
303,Sell,300,67.6334234807,53,1,0.0
304,Sell,400,68.1534698488,99,1,0.0
305,Sell,700,67.7354901841,61,1,0.0
306,Sell,600,68.2618975789,99,1,0.0
307,Sell,4400,67.8343532041,82,0,0.0
308,Sell,4000,68.3334976852,92,0,0.0
309,Sell,400,67.9812062938,97,1,0.0
310,Sell,4000,67.5720961965,71,0,0.0
311,Sell,4800,67.838093111,65,0,0.0
312,Sell,600,67.5686258996,60,1,0.0
313,Sell,700,68.2500375867,66,1,0.0
314,Sell,700,68.6130939451,71,1,0.0
315,Buy,8500,68.2866854557,68,0,4643.4946109856
316,Sell,300,68.4948850327,98,1,0.0
317,Buy,7500,68.040064706,44,0,2993.7628470653
318,Buy,8000,68.0044101994,71,0,4828.3131241553
319,Sell,4400,68.5811674846,68,0,0.0
320,Sell,500,68.0187229053,64,1,0.0
321,Sell,4800,68.3512799825,78,0,0.0
322,Buy,8500,68.1335568977,67,0,4564.9483121436
323,Sell,500,67.9605564971,82,1,0.0
324,Buy,5500,68.0687465042,93,0,6330.3934248887
325,Sell,500,67.6368585811,49,1,0.0
326,Sell,5600,67.9668819469,49,0,0.0
327,Buy,9000,67.9143913445,50,0,3395.7195672233
328,Sell,300,67.7813259292,48,1,0.0
329,Buy,8000,67.9583976934,86,0,5844.4222016344
330,Sell,500,68.0447351822,84,1,0.0
331,Sell,300,67.6265338355,68,1,0.0
332,Buy,6500,67.9054702356,85,0,5771.9649700255
333,Sell,300,67.9600164771,100,1,0.0
334,Sell,500,67.8275238295,90,1,0.0
335,Sell,300,68.016988338,48,1,0.0
336,Sell,600,67.800817496,82,1,0.0
337,Sell,4800,67.9934054068,65,0,0.0
338,Sell,500,68.0407962448,92,1,0.0
339,Sell,700,67.603959456,99,1,0.0
340,Sell,300,68.1978371232,79,1,0.0
341,Sell,400,67.8498943342,59,1,0.0
342,Buy,5000,68.5117730647,91,0,6234.5713488894
343,Buy,6000,67.9580393871,91,0,6184.1815842264
344,Sell,300,67.6244704363,69,1,0.0
345,Buy,7500,67.6398466565,74,0,5005.3486525831
346,Sell,300,68.0702614941,77,1,0.0
347,Buy,8000,68.1145341839,62,0,4223.1011194008
348,Sell,300,68.4441310107,51,1,0.0
349,Buy,4000,67.9077117963,67,0,4549.8166903546
350,Sell,4800,68.2712767611,96,0,0.0
351,Sell,600,68.1759146703,77,1,0.0
352,Sell,500,67.8105735896,42,1,0.0
353,Sell,700,67.7924439999,71,1,0.0
354,Sell,300,67.6963564492,80,1,0.0
355,Sell,4000,67.5975067441,83,0,0.0
356,Buy,9000,68.3468050059,77,0,5262.7039854511
357,Sell,600,67.792960853,41,1,0.0
358,Sell,4400,67.6402315164,60,0,0.0
359,Sell,5200,68.1524463916,81,0,0.0
360,Sell,5200,67.8150801321,81,0,0.0
361,Sell,5600,67.9010753278,75,0,0.0
362,Sell,4000,68.3651773927,60,0,0.0
363,Sell,400,67.7019347705,61,1,0.0
364,Sell,500,67.6844096962,58,1,0.0
365,Sell,700,68.1719810931,57,1,0.0
366,Sell,5200,68.0466737295,53,0,0.0
367,Sell,4800,68.2638598382,54,0,0.0
368,Sell,5600,68.3336395347,42,0,0.0
369,Sell,300,68.5505684188,44,1,0.0
370,Sell,500,68.2693622861,99,1,0.0
371,Sell,600,67.5813958981,49,1,0.0
372,Buy,8000,68.4891090424,44,0,3013.5207978677
373,Sell,600,67.9939612324,42,1,0.0
374,Buy,6000,68.2181221216,95,0,6480.7216015475
375,Buy,6000,67.5730386825,89,0,6014.0004427451
376,Sell,500,68.4454843499,50,1,0.0
377,Sell,400,68.0172433202,45,1,0.0
378,Sell,700,68.0041238479,83,1,0.0
379,Sell,5200,67.8914170196,77,0,0.0
380,Sell,600,67.9427977371,80,1,0.0
381,Sell,300,67.4714305243,80,1,0.0
382,Sell,400,67.8009202949,81,1,0.0
383,Buy,8500,68.269447844,96,0,6553.8669930267
384,Sell,5600,68.2142595117,65,0,0.0
385,Sell,300,67.8158164506,78,1,0.0
386,Sell,600,67.8387029141,51,1,0.0
387,Sell,700,67.7139286274,81,1,0.0
388,Sell,300,68.0429650436,56,1,0.0
389,Buy,7000,67.9848579845,60,0,4079.0914790675
390,Buy,5000,68.4465837115,85,0,5817.9596154792
391,Buy,8000,68.1010587352,41,0,2792.1434081442
392,Sell,500,68.4946914651,97,1,0.0
393,Sell,300,68.0147587986,85,1,0.0
394,Sell,400,67.9912660096,72,1,0.0
395,Sell,6000,67.4542217509,90,0,0.0
396,Buy,4000,67.9134917043,74,0,5025.5983861191
397,Sell,300,67.5709214498,60,1,0.0
398,Sell,300,67.9384198467,40,1,0.0
399,Sell,5200,67.8099200879,40,0,0.0
400,Sell,300,68.2562897409,99,1,0.0
401,Sell,5200,68.2117491026,100,0,0.0
402,Sell,500,67.6803204354,80,1,0.0
403,Sell,600,68.2133663308,82,1,0.0
404,Sell,700,67.9453148648,97,1,0.0
405,Sell,600,67.9803574806,77,1,0.0
406,Sell,400,67.7851616909,47,1,0.0
407,Buy,6000,67.7288884947,62,0,4199.1910866689
408,Sell,5600,68.097558658,68,0,0.0
409,Sell,300,67.9629359298,94,1,0.0
410,Sell,400,67.9149845145,92,1,0.0
411,Sell,4400,67.6555995658,77,0,0.0
412,Sell,400,68.4633878086,91,1,0.0
413,Sell,400,68.0072397852,62,1,0.0
414,Sell,700,67.8180040227,80,1,0.0
415,Buy,4500,68.0069501886,67,0,4556.4656626394
416,Sell,600,68.3060775507,73,1,0.0
417,Buy,5000,67.9484641633,61,0,4144.8563139638
418,Sell,5200,68.1115160262,84,0,0.0
419,Sell,600,67.9648045109,67,1,0.0
420,Sell,500,67.9545277169,44,1,0.0
421,Buy,9000,68.2542833777,72,0,4914.3084031969
422,Sell,4800,68.2949174564,44,0,0.0
423,Sell,500,67.7737747954,61,1,0.0
424,Buy,5000,68.3246086316,50,0,3416.2304315787
425,Buy,7500,68.0888215006,100,0,6808.8821500639
426,Sell,600,68.2733284779,70,1,0.0
427,Buy,7500,68.1583885463,88,0,5997.9381920746
428,Sell,5200,68.2433454508,45,0,0.0
429,Sell,400,67.7923972,100,1,0.0
430,Sell,600,68.1731342475,68,1,0.0
431,Buy,6500,68.152783993,72,0,4907.000447494
432,Buy,8000,67.90795442,60,0,4074.4772651996
433,Sell,4800,68.6898019383,54,0,0.0
434,Sell,400,67.7180709794,73,1,0.0
435,Sell,400,68.5397377878,96,1,0.0
436,Buy,7000,67.8973406329,82,0,5567.5819318966
437,Buy,8000,67.8065472267,64,0,4339.6190225057
438,Sell,500,67.7819426047,99,1,0.0
439,Sell,600,68.1583900276,56,1,0.0
440,Sell,700,67.9564270959,77,1,0.0
441,Buy,7000,68.0660884253,62,0,4220.0974823683
442,Sell,6000,68.024966495,68,0,0.0
443,Sell,500,67.7705476032,77,1,0.0
444,Sell,500,68.3035702776,80,1,0.0
445,Buy,6000,68.3893631431,61,0,4171.751151727
446,Sell,700,68.368381489,73,1,0.0
447,Buy,4500,67.8904782401,43,0,2919.290564326
448,Sell,700,67.5914552758,46,1,0.0
449,Sell,300,68.2451912222,50,1,0.0
450,Sell,700,67.8733454926,91,1,0.0
451,Sell,400,68.3553844423,97,1,0.0
452,Sell,600,68.1522205095,99,1,0.0
453,Sell,500,68.5160123272,84,1,0.0
454,Sell,400,68.0570928753,70,1,0.0
455,Sell,600,67.6393389876,79,1,0.0
456,Sell,700,67.6199642855,69,1,0.0
457,Sell,500,68.0245236035,53,1,0.0
458,Buy,4000,67.6914389866,50,0,3384.5719493324
459,Sell,5200,67.9428628171,80,0,0.0
460,Buy,6500,67.4523534242,88,0,5935.8071013282
461,Sell,4800,68.604837743,72,0,0.0
462,Buy,9000,68.5403996622,41,0,2810.1563861498
463,Sell,5200,68.1116391018,98,0,0.0
464,Sell,400,68.3164117321,69,1,0.0
465,Buy,9000,68.6365906792,60,0,4118.1954407548
466,Sell,300,68.4339250012,85,1,0.0
467,Sell,600,68.4258795317,56,1,0.0
468,Sell,500,67.9874573215,90,1,0.0
469,Sell,700,67.7403534059,88,1,0.0
470,Buy,9000,68.0681325204,74,0,5037.041806511
471,Sell,500,68.5278930404,66,1,0.0
472,Sell,4400,68.3011251698,90,0,0.0
473,Sell,600,68.1191869257,87,1,0.0
474,Buy,5000,67.6222754587,61,0,4124.9588029826
475,Sell,700,67.484680298,60,1,0.0
476,Sell,300,68.0482157954,96,1,0.0
477,Sell,600,67.4842085144,98,1,0.0
478,Sell,600,68.1016151894,86,1,0.0
479,Sell,5600,67.9582448214,79,0,0.0
480,Sell,700,67.8771386963,52,1,0.0
481,Sell,700,67.7460799833,83,1,0.0
482,Sell,600,68.0141588053,51,1,0.0
483,Sell,4800,68.6236135798,81,0,0.0
484,Sell,700,67.8513454243,95,1,0.0
485,Sell,400,68.5281866933,55,1,0.0
486,Buy,8500,67.7152389821,87,0,5891.2257914447
487,Sell,4400,67.8450295032,92,0,0.0
488,Sell,6000,68.1874411735,81,0,0.0
489,Sell,5600,67.5011367211,93,0,0.0
490,Sell,700,68.010721996,80,1,0.0
491,Sell,4800,67.8207131567,78,0,0.0
492,Buy,8000,67.3756702431,78,0,5255.3022789621
493,Buy,6000,67.7410295379,88,0,5961.2105993378
494,Sell,600,68.0791791725,79,1,0.0
495,Sell,700,67.5806051588,56,1,0.0
496,Sell,700,67.8289153262,95,1,0.0
497,Sell,500,68.4106439761,49,1,0.0
498,Sell,600,67.924001584,71,1,0.0
499,Sell,600,68.4606397539,83,1,0.0
500,Sell,300,67.6102353878,55,1,0.0
501,Buy,7000,68.1852773665,57,0,3886.5608098887
502,Buy,5500,68.1882318087,81,0,5523.2467765065
503,Sell,500,68.5456153569,84,1,0.0
504,Sell,500,67.8549007916,60,1,0.0
505,Sell,500,67.6716369011,44,1,0.0
506,Sell,600,68.0271492721,78,1,0.0
507,Sell,6000,68.2003754996,77,0,0.0
508,Sell,5200,67.5847102678,54,0,0.0
509,Sell,700,68.2627075511,60,1,0.0
510,Buy,6500,68.3891782442,47,0,3214.2913774758
511,Sell,600,67.7312700375,83,1,0.0
512,Buy,8000,67.8117984495,98,0,6645.5562480528
513,Sell,5600,67.6463473235,72,0,0.0
514,Sell,400,67.8696716664,55,1,0.0
515,Sell,600,67.4311947023,71,1,0.0
516,Buy,8000,67.7658065434,48,0,3252.7587140829
517,Sell,600,68.3132074923,71,1,0.0
518,Sell,5600,68.0436810448,80,0,0.0
519,Sell,400,68.2748688106,61,1,0.0
520,Sell,600,67.7374068564,42,1,0.0
521,Sell,6000,67.9987940482,43,0,0.0
522,Sell,600,68.2662294766,79,1,0.0
523,Sell,700,67.707217786,71,1,0.0
524,Sell,700,68.2369879428,98,1,0.0
525,Sell,400,67.8938775567,92,1,0.0
526,Sell,600,68.0800161999,83,1,0.0
527,Sell,600,68.4540738369,43,1,0.0
528,Sell,400,68.4013074357,88,1,0.0
529,Sell,400,68.1958835909,69,1,0.0
530,Sell,4400,67.4406560365,72,0,0.0
531,Sell,400,68.1555399494,80,1,0.0
532,Sell,5600,68.5342866814,75,0,0.0
533,Sell,5200,67.7847684267,80,0,0.0
534,Sell,4800,67.6274898103,70,0,0.0
535,Sell,4400,68.0424012236,53,0,0.0
536,Sell,700,68.2909043232,51,1,0.0
537,Buy,4500,68.4645376539,89,0,6093.3438511941
538,Sell,600,68.2363181726,49,1,0.0
539,Sell,600,67.9865512096,98,1,0.0
540,Sell,6000,67.9135507843,75,0,0.0
541,Sell,600,67.6295427362,85,1,0.0
542,Buy,7000,68.1239703653,57,0,3883.0663108204
543,Sell,600,67.9144566248,76,1,0.0
544,Sell,6000,67.9145632469,56,0,0.0
545,Sell,4400,67.569895258,44,0,0.0
546,Sell,400,67.8612496148,77,1,0.0
547,Buy,7000,67.909940604,82,0,5568.615129525
548,Sell,600,67.4898797023,40,1,0.0
549,Buy,6000,68.0633844562,51,0,3471.232607264
550,Sell,400,68.3482236384,51,1,0.0
551,Sell,6000,68.3473824719,52,0,0.0
552,Sell,5200,68.2490953301,96,0,0.0
553,Sell,4400,67.628632534,68,0,0.0
554,Sell,300,68.4955682198,58,1,0.0
555,Sell,5600,67.5673471669,84,0,0.0
556,Sell,400,67.5474754055,58,1,0.0
557,Sell,400,68.0335566522,80,1,0.0
558,Sell,500,67.9269816034,49,1,0.0
559,Sell,4800,67.9152266856,64,0,0.0
560,Buy,8000,68.9102728528,45,0,3100.9622783767
561,Sell,5200,67.8297112186,78,0,0.0
562,Sell,300,68.6016201609,58,1,0.0
563,Sell,500,67.9905907244,96,1,0.0
564,Sell,700,68.1909696275,50,1,0.0
565,Sell,700,67.2731518773,83,1,0.0
566,Sell,600,67.7055807536,86,1,0.0
567,Buy,7500,68.2351020503,67,0,4571.7518373681
568,Buy,4500,67.8635499427,61,0,4139.6765465055
569,Sell,400,68.1295146446,73,1,0.0
570,Sell,400,68.1007690489,93,1,0.0
571,Sell,300,68.2306700454,48,1,0.0
572,Sell,500,67.7578936177,98,1,0.0
573,Buy,4000,68.0149794508,85,0,5781.2732533177
574,Buy,7500,67.8318523222,91,0,6172.6985613234
575,Sell,400,68.1387373431,80,1,0.0
576,Sell,700,67.3889247198,98,1,0.0
577,Buy,4000,67.7682986068,86,0,5828.0736801818
